baleine,,[sound:baleine.mp4],,(variante « VD »),https://signsuisse.sgb-fss.ch/fr/lexikon/g/baleine/,,lsf-1 animal
ballon,,[sound:ballon.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/ballon-1/,,lsf-3 outil sport
banane,,[sound:banane.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/banane-1/,,lsf-1 nature nourriture
banque,,[sound:banque.mp4],"<img src=""banque.png"">",,https://signsuisse.sgb-fss.ch/fr/lexikon/g/banque/,,lsf-3 service activité
bar,,[sound:bar.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/bar/,,lsf-1 lieu
basket-ball,,,,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/basket-ball/,,
bataille,,[sound:bataille.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/bataille/,,lsf-1 
bateau,,[sound:bateau.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/bateau/,,lsf-1 outil transport
bateau à voile,,[sound:bateau à voile.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/bateau-a-voile/,,outil transport
battre,Gagner.,[sound:battre.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/battre-2/,,lsf-1 verbe verbe-dir
beau - belle,,[sound:beau - belle.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/beau-belle/,,lsf-1 adjectif
beau-frère,,,"<img src=""beau-frère.png"">",,https://signsuisse.sgb-fss.ch/fr/lexikon/g/beau-frere/,,lsf-1 
beau-père,,[sound:beau-père.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/beau-pere/,,lsf-1 famille
beaucoup,,[sound:beaucoup.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/beaucoup/,,lsf-1 adverbe
beaux-parents,,[sound:beaux-parents.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/beaux-parents/,,lsf-1 famille
